id_escola,id_estudante,score_exame_norm,gen_estud,Ver_padro,faixa_pont_adm_bottom 25%,faixa_pont_adm_mid 50%,faixa_pont_adm_top 25%,rv_adm_escola_bottom 25%,rv_adm_escola_mid 50%,rv_adm_escola_top 25%,media_adm_escola,tipo_escola,schgend_boys,schgend_girls,schgend_mixed
1,1,0.7054203594377169,0,0.6249999075770859,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,4,0.4242895193603984,0,0.31944434268588245,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,6,0.31788122228375937,1,0.3333333221305559,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,7,0.4242895193603984,1,0.09722218394606585,0,0,1,0,1,0,0.6616854326998834,0,0,0,1
1,13,0.4730474357144697,1,0.44444431747963314,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,14,0.4730474357144697,1,0.49999993278333515,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,16,0.8155401123641111,0,0.6249999075770859,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,17,0.49153079407725137,0,0.37499992438125207,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,22,0.5652173972341479,1,0.44444431747963314,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,27,0.5182834991997997,1,0.5138887441863466,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,28,0.8155401123641111,1,0.5972221167294011,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,31,0.4730474357144697,1,0.5416665350340314,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,36,0.6417860693553575,0,0.44444431747963314,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,43,0.6121058789307909,1,0.6249999075770859,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,56,0.6963298634705786,1,0.6388888870217593,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,57,0.4823933815330243,1,0.472222108327318,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,59,0.35964897780780447,1,0.2777777404351862,0,0,1,0,1,0,0.6616854326998834,0,0,0,1
1,62,0.7473782362072902,1,0.5694443258817162,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,63,0.6019097065379014,0,0.7083332801201403,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,64,0.3474347106731067,0,0.3472221335335673,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,65,0.6222772291811509,1,0.6388888870217593,1,0,0,0,1,0,0.6616854326998834,0,0,0,1
1,66,0.5356394958584665,1,0.5555555144787048,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
1,73,0.7153812670181701,1,0.52777772363102,0,1,0,0,1,0,0.6616854326998834,0,0,0,1
